customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.daily
7786-WBJYI,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,4,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,2.5983333333333336
7787-BNTZM,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,6,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0.6716666666666666
7789-CRUVC,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,61,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Sí,Credit card (automatic),94.2,5895.45,3.14
7789-HKSBS,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,42,Con servicio telefónico,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Sí,Bank transfer (automatic),105.2,4599.15,3.506666666666667
7794-JASDG,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sí,Mailed check,50.75,50.75,1.6916666666666667
7795-CFOCW,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,45,Sin servicio telefónico,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,1.41
7797-EJMDP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,8,Con servicio telefónico,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,2.2016666666666667
7798-JVXYM,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,14,Con servicio telefónico,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,69.65,921.4,2.3216666666666668
7799-DSEWS,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Sí,Electronic check,68.35,1299.8,2.2783333333333333
7799-LGRDP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,43,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),25.7,1188.2,0.8566666666666667
7801-CEDNV,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,27,Con servicio telefónico,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,1.6233333333333335
7801-KICAO,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.15,1345.75,2.4716666666666667
7802-EFKNY,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,5,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,24.95,100.4,0.8316666666666667
7803-XOCCZ,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,52,Con servicio telefónico,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Sí,Bank transfer (automatic),84.05,4326.8,2.8016666666666667
7808-DVWEP,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,3,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,0.6666666666666666
7811-JIVPF,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,23,Con servicio telefónico,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,1.6566666666666667
7812-FZHPE,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,17,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,0.8033333333333333
7813-TKCVO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,20,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,0.6783333333333333
7813-ZGGAW,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,31,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Sí,Bank transfer (automatic),96.6,2877.95,3.2199999999999998
7814-LEEVE,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.3,20.3,0.6766666666666666
7815-PDTHL,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,35,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,20.2,684.4,0.6733333333333333
7816-VGHTO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,6,Sin servicio telefónico,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,1.3516666666666666
7817-BOQPW,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,75.55,166.3,2.518333333333333
7817-OMJNA,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,14,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,0.6799999999999999
7820-ZYGNY,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,63,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,3.015
7821-DPRQE,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,68,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,107.7,7320.9,3.5900000000000003
7823-JSOAG,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,2.4833333333333334
7824-PANSQ,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,58,Con servicio telefónico,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,2.6883333333333335
7825-ECJRF,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,19,Con servicio telefónico,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,106.6,1934.45,3.5533333333333332
7825-GKXMW,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,1.5266666666666666
7826-VVKWT,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,Tiene dependientes,24,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Sí,Electronic check,96.55,2263.45,3.2183333333333333
7831-QGOXH,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,85.2,1553.9,2.8400000000000003
7833-PKIHD,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,51,Con servicio telefónico,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Sí,Bank transfer (automatic),76.4,3966.3,2.546666666666667
7838-LAZFO,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,45,Con servicio telefónico,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,2.6266666666666665
7839-NUIAA,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,61,Con servicio telefónico,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,1.9933333333333332
7839-QRKXN,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.2,20.2,0.6733333333333333
7841-FCRQD,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,33,Con servicio telefónico,No,DSL,No,Yes,No,Yes,No,No,One year,Sí,Credit card (automatic),53.75,1857.3,1.7916666666666667
7841-TZDMQ,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),46.0,84.5,1.5333333333333334
7845-URHJN,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,8,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,0.6716666666666666
7850-THJMU,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,26,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,0.6549999999999999
7850-VWJUU,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,23,Con servicio telefónico,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.0,1778.5,2.5
7851-FLGGQ,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Sí,Mailed check,44.65,44.65,1.4883333333333333
7851-WZEKY,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,95.15,196.9,3.171666666666667
7852-LECYP,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,13,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,3.1266666666666665
7853-GVUDZ,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),20.15,20.15,0.6716666666666666
7853-OETYL,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,4,Sin servicio telefónico,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Sí,Electronic check,29.05,129.6,0.9683333333333334
7853-WNZSY,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),19.75,19.75,0.6583333333333333
7854-EDSSA,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,22,Con servicio telefónico,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,1.9666666666666666
7854-EKTJL,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,2,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Electronic check,19.6,35.85,0.6533333333333334
7854-FOKSF,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,1.1966666666666665
7855-DIWPO,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,21,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,68.65,1493.2,2.2883333333333336
7856-GANIL,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,45,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Sí,Bank transfer (automatic),98.7,4525.8,3.29
7858-GTZSP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,86.55,1066.9,2.885
7860-KSUGX,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,2.1483333333333334
7860-UXCRM,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,63,Con servicio telefónico,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,2.4833333333333334
7861-UVUFT,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,15,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Sí,Electronic check,84.3,1308.4,2.81
7868-BGSZA,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,43,Con servicio telefónico,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Sí,Electronic check,80.2,3581.6,2.6733333333333333
7868-TMWMZ,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,60,Con servicio telefónico,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),110.0,6668.35,3.6666666666666665
7869-ZYDST,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,31,Con servicio telefónico,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Sí,Credit card (automatic),59.05,1882.8,1.9683333333333333
7872-BAAZR,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,53,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,0.6516666666666667
7872-RDDLZ,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,67,Con servicio telefónico,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,1.8299999999999998
7873-CVMAW,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,2.9516666666666667
7874-ECPQJ,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,4,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.05,85.5,0.6683333333333333
7876-AEHIG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,51,Sin servicio telefónico,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,2.005
7876-BEUTG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,15,Con servicio telefónico,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,48.8,720.1,1.6266666666666665
7876-DNYAP,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,69,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,0.66
7878-JGDKK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,4,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,1.4849999999999999
7878-RTCZG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,0.6633333333333333
7879-CGSFV,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,55,Con servicio telefónico,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Sí,Mailed check,100.9,5552.05,3.3633333333333337
7880-XSOJX,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,4,Sin servicio telefónico,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,1.4133333333333333
7881-EVUAD,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Sin servicio telefónico,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Sí,Electronic check,42.6,72.4,1.4200000000000002
7881-INRLC,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,45,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sí,Credit card (automatic),100.85,4740.0,3.3616666666666664
7883-ROJOC,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,19,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,1.4966666666666666
7890-VYYWG,Abandonó la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,3,Sin servicio telefónico,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Sí,Mailed check,36.45,93.7,1.215
7892-POOKP,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,28,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,104.8,3046.05,3.493333333333333
7892-QVYKW,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,23,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,2.853333333333333
7893-IXHRQ,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,0.685
7895-VONWT,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,25,Sin servicio telefónico,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,48.25,1293.8,1.6083333333333334
7898-PDWQE,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,71,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,2.68
7901-HXJVA,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,14,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,2.5483333333333333
7901-IIDQV,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,24,Con servicio telefónico,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,1.82
7901-TBKJX,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,56,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,101.05,5594.0,3.368333333333333
7903-CMPEY,Abandonó la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,1,Con servicio telefónico,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sí,Electronic check,80.3,80.3,2.6766666666666667
7905-NJMXS,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,7,Con servicio telefónico,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,2.14
7905-TVXTA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Sí,Electronic check,64.35,352.65,2.145
7908-QCBCA,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,69.4,69.4,2.3133333333333335
7909-FIOIY,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,19,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,24.85,434.8,0.8283333333333334
7912-SYRQT,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,7,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.1,552.95,2.503333333333333
7916-VCCPB,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,16,Con servicio telefónico,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,2.441666666666667
7919-ZODZZ,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,10,Con servicio telefónico,No,DSL,No,Yes,Yes,No,No,Yes,One year,Sí,Mailed check,65.9,660.05,2.1966666666666668
7921-BEPCI,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,4265.0,1.9916666666666667
7921-LMDFQ,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,51,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sí,Bank transfer (automatic),94.0,4905.75,3.1333333333333333
7923-IYJWY,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,67,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Credit card (automatic),116.1,7839.85,3.8699999999999997
7924-GJZFI,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,25,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.3,1813.1,2.31
7925-PNRGI,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,45,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,2.71
7926-IJOOU,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,0.6433333333333333
7927-AUXBZ,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,30,Con servicio telefónico,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,2.8383333333333334
7928-VJYAB,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,11,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,3.02
7929-DMBCV,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,20,Con servicio telefónico,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Sí,Mailed check,81.0,1683.7,2.7
7929-SKFGK,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,70,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,3.81
7931-PXHFC,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,38,Con servicio telefónico,No,DSL,No,No,Yes,Yes,No,Yes,One year,Sí,Mailed check,62.3,2354.8,2.0766666666666667
7932-WPTDS,Abandonó la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,24.8,24.8,0.8266666666666667
7938-OUHIO,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sí,Electronic check,98.7,293.65,3.29
7940-UQQUG,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,64,Con servicio telefónico,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Sí,Bank transfer (automatic),104.4,6721.6,3.48
7941-RCJOW,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,65,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),19.55,1218.65,0.6516666666666667
7943-RQCHR,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,9,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,94.75,889.9,3.158333333333333
7945-HLKEA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,60,Con servicio telefónico,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,2.158333333333333
7945-PRBVF,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,35,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,0.715
7950-XWOVN,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,11,Sin servicio telefónico,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,1.1566666666666667
7951-QKZPL,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,33,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,24.5,740.3,0.8166666666666667
7951-VRDVK,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,36,Con servicio telefónico,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,2.8616666666666664
7952-OBOYL,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Sí,Mailed check,89.85,244.45,2.9949999999999997
7954-MLBUN,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,31,Con servicio telefónico,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,3.315
7956-XQWGU,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,27,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),19.4,460.25,0.6466666666666666
